"book_id","book_title","author","genres","book_details","num_pages","cover_image_url"
"1354214","The Girl in a Swing","Richard  Adams","['Fiction', 'Horror', 'Fantasy', 'Mystery', 'Romance', 'Supernatural', 'Ghosts']","A shy young man meets a beautiful woman in the company of a young girl. He finds himself swept off of his feet and married to her, bringing her with him to live in his family home. She is his erotic dream come true; she does everything she can to bind him to her and join him in his comfortable life.Soon, however, odd things begin to happen. Things in the house are strangely damp with what looks like seawater, bodies appear under the water that aren't really there. It all winds up to a horrifying conclusion.","396","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1271535705i/1354214.jpg"
"1354372","The Telephone Gambit: Chasing Alexander Graham Bell's Secret","Seth Shulman","['History', 'Nonfiction', 'Science', 'Biography', 'Technology', 'Business', 'Engineering']","A gripping intrigue at the heart of one of the world’s most important inventions. While researching Alexander Graham Bell at MIT’s Dibner Institute, Seth Shulman scrutinized Bell’s journals and within them he found the smoking gun, a hint of deeply buried historical intrigue. Delving further, Shulman unearthed the surprising story behind the invention of the telephone: a tale of romance, corruption, and unchecked ambition. Bell furtively―and illegally―copied part of Elisha Gray’s invention in the race to secure what would become the most valuable U.S. patent ever issued. And afterward, as Bell’s device led to the world’s largest monopoly, the American Telephone and Telegraph Company, he hid his invention’s illicit beginnings. In The Telephone Gambit , Shulman challenges the reputation of an icon of invention, rocks the foundation of a corporate behemoth, and offers a probing meditation on how little we know about our own history.","256","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347667037i/1354372.jpg"
"13545075","UnWholly","Neal Shusterman","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Teen']","It’s finally here. The long-awaited sequel to the bestselling Unwind, which Publishers Weekly called a “gripping, brilliantly imagined futuristic thriller.”Thanks to Connor, Lev, and Risa—and their high-profile revolt at Happy Jack Harvest Camp—people can no longer turn a blind eye to unwinding. Ridding society of troublesome teens while simltaneously providing much-needed tissues for transplant might be convenient, but its morality has finally been brought into question. However, unwinding has become big business, and there are powerful political and corporate interests that want to see it not only continue, but also expand to the unwinding of prisoners and the impoverished.Cam is a product of unwinding; made entirely out of the parts of other unwinds, he is a teen who does not technically exist. A futuristic Frankenstein, Cam struggles with a search for identity and meaning and wonders if a rewound being can have a soul. And when the actions of a sadistic bounty hunter cause Cam’s fate to become inextricably bound with the fates of Connor, Risa, and Lev, he’ll have to question humanity itself.Rife with action and suspense, this riveting companion to the perennially popular Unwind challenges assumptions about where life begins and ends—and what it means to live.","416","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337871062i/13545075.jpg"
"13546173","The Assassin and the Underworld","Sarah J. Maas","['Fantasy', 'Young Adult', 'Romance', 'Novella', 'Short Stories', 'Fiction', 'High Fantasy']","When the King of the Assassins gives Celaena Sardothien a special assignment that will help fight slavery in the kingdom, she jumps at the chance to strike a blow against an evil practice. The mission is a dark and deadly affair which takes Celaena from the rooftops of the city to the bottom of the sewer--and she doesn't like what she finds there.","102","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336062984i/13546173.jpg"
"13547180","Brain on Fire: My Month of Madness","Susannah Cahalan","['Nonfiction', 'Memoir', 'Psychology', 'Biography', 'Mental Health', 'Audiobook', 'Science']","An award-winning memoir and instant New York Times bestseller that goes far beyond its riveting medical mystery, Brain on Fire is the powerful account of one woman’s struggle to recapture her identity.When twenty-four-year-old Susannah Cahalan woke up alone in a hospital room, strapped to her bed and unable to move or speak, she had no memory of how she’d gotten there. Days earlier, she had been on the threshold of a new, adult life: at the beginning of her first serious relationship and a promising career at a major New York newspaper. Now she was labeled violent, psychotic, a flight risk. What happened?In a swift and breathtaking narrative, Cahalan tells the astonishing true story of her descent into madness, her family’s inspiring faith in her, and the lifesaving diagnosis that nearly didn’t happen.","250","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353173297i/13547180.jpg"
"13547289","Tales from a Not-So-Smart Miss Know-It-All","Rachel Renée Russell","['Middle Grade', 'Childrens', 'Fiction', 'Graphic Novels', 'Realistic Fiction', 'Diary', 'Contemporary']","Nikki Maxwell authors an advice column for the school newspaper in this fifth installment of the #1 New York Times bestselling Dork Diaries series!Nikki Maxwell develops a sudden interest in student journalism that may or may not (okay, definitely does) have to do with the fact that mean girl MacKenzie has started writing a gossip column. So Nikki joins the school newspaper staff—and ends up as an advice columnist! It’s fun at first, answering other kids’ letters. But when Miss Know-It-All’s inbox is suddenly overflowing with pleas for guidance, Nikki feels in need of some help herself!","368","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1370064645i/13547289.jpg"
"135479","Cat’s Cradle","Kurt Vonnegut Jr.","['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']","Told with deadpan humour and bitter irony, Kurt Vonnegut's cult tale of global destruction preys on our deepest fears of witnessing Armageddon and, worse still, surviving it ...Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh...","179","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479.jpg"
"13547956","The Iron Legends","Julie Kagawa","['Fantasy', 'Young Adult', 'Romance', 'Fairies', 'Paranormal', 'Fae', 'Novella']","Summer, Winter, Iron.Together at last.Dangerous faeries. Heartbreaking romance. Thrilling action and limitless adventure. The world of the fey has never been so powerful. This collection includes three novellas set in the world of The Iron Fey plus the expanded Guide to the Nevernever and exclusive information about Julie Kagawa's unforgettable world of Faery.Winter's PassageMeghan Chase used to be an ordinary girl...until she discovered that she is really a faery princess. After escaping from the clutches of the deadly Iron fey, Meghan must follow through on her promise to return to the equally dangerous Winter Court with her forbidden love, Prince Ash. But first, Meghan has one request: that they visit Puck--Meghan's best friend and servant of her father, King Oberon--who was gravely injured defending Meghan from the Iron Fey.Yet Meghan and Ash's detour does not go unnoticed. They have caught the attention of an ancient, powerful hunter--a foe that even Ash may not be able to defeat....Summer's CrossingA Midsummer's Nightmare? Robin Goodfellow. Puck. Summer Court prankster, King Oberon's right hand, bane of many a faery queen's existence—and secret friend to Prince Ash of the Winter Court. Until one girl's death came between them, and another girl stole both their hearts.Now Ash has granted one favor too many and someone's come to collect, forcing the prince to a place he cannot go without Puck's help—into the heart of the Summer Court. And Puck faces the ultimate choice—betray Ash and possibly win the girl they both love, or help his former friend turned bitter enemy pull off a deception that no true faery prankster could possibly resist.Iron's ProphecyMeghan Chase is finally getting used to being the Iron Queen, ruler of the Iron Fey. Her life may be strange, but with former Winter prince Ash by her side at last, she wouldn’t have it any other way.But when they travel to the Summer and Winter courts’ gathering for Elysium, the oracle from Meghan’s past returns with a dire prophecy: “What you carry will either unite the courts, or it will destroy them.” Now Meghan faces a devastating choice that may determine the future of all fey—and her and Ash’s unborn child…","304","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335457599i/13547956.jpg"
"135486","In the Shadow of Man","Jane Goodall","['Nonfiction', 'Science', 'Animals', 'Nature', 'Anthropology', 'Africa', 'Memoir']","This best-selling classic tells the story of one of world's greatest scientific adventuresses. Jane Goodall was a young secretarial school graduate when the legendary Louis Leakey chose her to undertake a landmark study of chimpanzees in the world. This paperback edition contains 80 photographs and in introduction by Stephen Jay Gould.","297","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1561407201i/135486.jpg"
"13548611","It Ends With Revelations","Dodie Smith","['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'British Literature', '20th Century', 'Fantasy']","During a summer festival in an English spa town Miles Quentin, a distinguished actor, and his devoted wife Jill, become friendly with the local member of Parliament, Geoffrey Thornton, and his young daughters, Robin and Kit. All these attractive, intelligent and fully occupied people are seemingly untroubled. But the surface of their lives is deceptive.All, even the lively teenagers, have unusual problems which are only brought fully to light after the Quentins return to the London theatre world and the Thorntons to their Westminster house. Then the story becomes a far from conventional love story in which loyalty may prove more important than love; or it could be described as a story of different kinds of love. Few readers of its early sunny chapters will foresee its dramatic development, the outcome of which is uncertain until the very end.","256","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1504718311i/13548611.jpg"
"13548945","Fifty-one Shades: A Parody","Andrew Shaffer","['Humor', 'Romance', 'Fiction', 'Comedy', 'Contemporary', 'Adult', 'Adult Fiction']","Read the first three chapters of ""Fifty-one Shades: A Parody"", a rough draft excerpt from the forthcoming full-length parody novel, Fifty Shames of Earl Grey.Shaffer turns the BDSM love story between CEO Christian Grey and virginal college student Anastasia Steele into a comedy of errors. In ""Fifty-One Shades: A Parody"", the unbelievably handsome Edward — er, “Chris Gray” — sweeps college student Bella — um, “Anna Steal” — off her feet and into his twisted world of kinky sex, dirty money, and board games (because every dark hero needs a lighter side). Will her best friend, the brony Jin, intervene to save her from her wealthy and perverted new boyfriend?","224","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331909924i/13548945.jpg"
"1354947","Good Bones","Margaret Atwood","['Short Stories', 'Fiction', 'Poetry', 'Canada', 'Feminism', 'Literary Fiction', 'Canadian Literature']","This is a collection of pieces, meditations, flights of imagination and fantasy, honing in on Shakespeare, bats, tree stumps, ecological disasters, bodies, male and female, the future theology, amongst other matters. Other work by the author includes ""The Handmaids Tale"" and ""Wilderness Tips"".","153","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327439317i/1354947.jpg"
"1355465","How Fiction Works","James  Wood","['Nonfiction', 'Writing', 'Literary Criticism', 'Books About Books', 'Essays', 'Criticism', 'Literature']","In the tradition of E. M. Forster's Aspects of the Novel and Milan Kundera's The Art of the Novel, How Fiction Works is a scintillating study of the magic of fiction--an analysis of its main elements and a celebration of its lasting power. Here one of the most prominent and stylish critics of our time looks into the machinery of storytelling to ask some fundamental questions: What do we mean when we say we ""know"" a fictional character? What constitutes a telling detail? When is a metaphor successful? Is Realism realistic? Why do some literary conventions become dated while others stay fresh?James Wood ranges widely, from Homer to Make Way for Ducklings, from the Bible to John le Carré, and his book is both a study of the techniques of fiction-making and an alternative history of the novel. Playful and profound, How Fiction Works will be enlightening to writers, readers, and anyone else interested in what happens on the page.","265","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312030908i/1355465.jpg"
"13555073","The Screaming Staircase","Jonathan Stroud","['Fantasy', 'Young Adult', 'Mystery', 'Horror', 'Paranormal', 'Middle Grade', 'Fiction']","When the dead come back to haunt the living, Lockwood & Co. step in . . .For more than fifty years, the country has been affected by a horrifying epidemic of ghosts. A number of Psychic Investigations Agencies have sprung up to destroy the dangerous apparitions.Lucy Carlyle, a talented young agent, arrives in London hoping for a notable career. Instead she finds herself joining the smallest, most ramshackle agency in the city, run by the charismatic Anthony Lockwood. When one of their cases goes horribly wrong, Lockwood & Co. have one last chance of redemption. Unfortunately this involves spending the night in one of the most haunted houses in England, and trying to escape alive.Set in a city stalked by spectres, The Screaming Staircase is the first in a chilling new series full of suspense, humour and truly terrifying ghosts. Your nights will never be the same again . . .","440","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369670906i/13555073.jpg"
"13557124","Stalk Me","Jillian Dodd","['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'High School', 'Chick Lit', 'Mystery']","From USA Today,  bestselling author Jillian Dodd comes the first book in the addictive Keatyn Chronicles series. Discover a breathless fairy-tale romance with swoon-worthy characters, suspense, and a glittering celebrity world. Fans of Gossip Girl, Pretty Little Liars, and reality TV will devour this pulse-pounding, sexy teen drama set against the backdrop of Hollywood and an East Coast boarding school. Keatyn has everything she ever dreamed. Her life is following the script she wrote for the perfect high school experience. She’s popular, goes to the best parties, dates the hottest guy, and sits at the most-coveted lunch table. She’s just not sure she wants it anymore. Because, really, things aren’t all that perfect. Her best friend is threatening to tell everyone her perfect relationship is a scam. Her perfect boyfriend gets drunk at every party they go to. It’s exhausting always trying to look and act perfect. And, deep down, she isn’t sure if she has any true friends. To add to the drama, her movie star mom has a creepy stalker. A hot, older man flirts with her and tells her they should make a movie together. And she’s crushing on an adorable surfer. Dating him would mean committing social suicideSo she writes a new script. One where all the pieces of her life will come together in perfect harmony. But little does she know, there's someone who will do anything to make sure that doesn’t happen.","327","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348164572i/13557124.jpg"
"135611","Shakespeare: The World as Stage","Bill Bryson","['Nonfiction', 'Biography', 'History', 'Audiobook', 'Historical', 'Biography Memoir', 'Humor']","At first glance, Bill Bryson seems an odd choice to write this addition to the Eminent Lives series. The author of 'The Life and Times of the Thunderbolt Kid' isn't, after all, a Shakespeare scholar, a playwright, or even a biographer. Reading 'Shakespeare The World As Stage', however, one gets the sense that this eclectic Iowan is exactly the type of person the Bard himself would have selected for the task. The man who gave us 'The Mother Tongue' and 'A Walk in the Woods' approaches Shakespeare with the same freedom of spirit and curiosity that made those books such reader favorites. A refreshing take on an elusive literary master.","199","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434075816i/135611.jpg"
"13561164","Dare You To","Katie McGarry","['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Contemporary Romance', 'High School', 'Realistic Fiction']","Ryan lowers his lips to my ear. ""Dance with me, Beth.""""No."" I whisper the reply. I hate him and I hate myself for wanting him to touch me again....""I dare you...""If anyone knew the truth about Beth Risk's home life, they'd send her mother to jail and seventeen-year-old Beth who knows where. So she protects her mom at all costs. Until the day her uncle swoops in and forces Beth to choose between her mom's freedom and her own happiness. That's how Beth finds herself living with an aunt who doesn't want her and going to a school that doesn't understand her. At all. Except for the one guy who shouldn't get her, but does....Ryan Stone is the town golden boy, a popular baseball star jock-with secrets he can't tell anyone. Not even the friends he shares everything with, including the constant dares to do crazy things. The craziest? Asking out the Skater girl who couldn't be less interested in him.But what begins as a dare becomes an intense attraction neither Ryan nor Beth expected. Suddenly, the boy with the flawless image risks his dreams-and his life-for the girl he loves, and the girl who won't let anyone get too close is daring herself to want it all....","456","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354200468i/13561164.jpg"
"13562645","ჯაყოს ხიზნები","Mikheil Javakhishvili","['Georgian', 'Classics', '20th Century', 'School', 'Fiction']","რომანში, რომელსაც მწერალმა 20 წელი მოანდომა, XX საუკუნის დასაწყისის საქართველოს სოციალური პრობლემებია წარმოჩენილი. რომანი ავტორის ერთ-ერთ ყველაზე მნიშვნელოვან ნაწარმოებად არის მიჩნეული.მიხეილ ჯავახიშვილი აღნიშნავდა: „ჯაყოს ხიზნები 1924 წელს ზაფხულის დასასრულსა და შემოდგომის დასაწყისში დავწერე“. 1928 წელს ის დავით კასრაძესთან საუბარში აღნიშნავდა:„კვაჭი კვაჭანტირაძეს მივაყოლე ჯაყოს ხიზნები, ეს ქურთა–თამარაშენში ყოფნის სახსოვარია. მართალია, რომანმა აუარებელი მკითხველი გამიჩინა, მაგრამ აუარება დამაწყევარიც! კრიტიკაში ბევრი მაქებდა გულახდილობისათვის, ბევრი მაძაგებდა. ზოგიერთებმა ისიც კი მითხრეს, თუ გინდა, რომ ძველებურად მიგიღოთ და გულთბილად მოგეპყრათ, შენი შემოქმედებიდან ჯაყო ამოშალეო. ჯერ ერთი, რუსების თქმისა არ იყოს: კალმით დაწერილს ნაჯახით ვერ ამოშლი, და მეორეც, საკითხი მართლაც ასე რომ იყოს დაყენებული, მაშინ მე ყველაფერს დავთმობ, მაგრამ ჯაყოს და „თეთრ საყელოს“ ვერავინ გამამეტებინებს.“","0","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1332855416i/13562645.jpg"
"13564112","A Room of One's Own & The Voyage Out","Virginia Woolf","['Classics', 'Feminism', 'Fiction', 'Literature', 'English Literature', 'British Literature', '20th Century']","In A Room of One's Own, Virginia Woolf imagines that Shakespeare had a sister: a sister equal to Shakespeare in talent, equal in genius, but whose legacy is radically different.This imaginary woman never writes a word and dies by her own hand, her genius unexpressed. But if only she had found the means to create, urges Woolf, she would have reached the same heights as her immortal sibling. In this classic essay, Virginia Woolf takes on the establishment, using her gift of language to dissect the world around her and give a voice to those who have none. Her message is simple: A woman must have a fixed income and a room of her own in order to have the freedom to create. Annotated and with an introduction by Susan Gubar","463","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384277043i/13564112.jpg"
"13565676","The Assassin and the Empire","Sarah J. Maas","['Fantasy', 'Young Adult', 'Romance', 'Novella', 'Short Stories', 'Fiction', 'High Fantasy']","One final mission could be the beginning...or the end. Celaena Sardothien is the assassin with a place to call her own, the love of handsome Sam, and, best of all, freedom. But Celaena won't be truly free until she is far away from her old master, Arobynn Hamel-so she and Sam decide to take a last daring assignment that will liberate them forever. And that's how Celaena learns that having everything means that everything can be taken away.","94","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1341877441i/13565676.jpg"
"13565765","Drowning in the Shallows","Stewart Hennessey","[]","trade paperback fine In stock shipped from our UK warehouse","343","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333058603i/13565765.jpg"
"13565888","The Religion of Man","Rabindranath Tagore","['Philosophy', 'Religion', 'Nonfiction', 'Spirituality', 'India', 'Poetry', 'Cultural']","Tagore is unequivocal in his faith. He appreciates the intellectual triumphs of science, but he writes as a poet & philosopher. Man must always be a music-maker & dreamer; he must never lose, in his material quests, his longing for the touch of the divine. He traces the growth of the idea of God from primitive notions to universality. Today, as he says, all barriers are down & the ""the God of humanity has arrived at the gates of the ruined temple of the tribe."" His book rings with joy & affirmation overstepping all limitations of race & creed. ""His estimates of western civilization are searching & some of them written in acid: one reads much between the lines-but Tagore recognizes the true strength of the west & the faults of the east. The lectures are actually a superb & haunting criticism & evaluation of life from the viewpoint of an immemorial philosophy by a wise man.""--Christian Century This is a book for everyone: a book whose human interest & pervading charm assure it a wide appeal & lasting value. It's not a philosophical work, as its author repeatedly warns us; in fact, its one semi-philosophical chapter (the 1st) may well be omitted. Its value is religious & poetical; like the essays of Emerson, it is primarily a document of the spiritual life.""--Journal of Religion ""Rich in profound thought & poetic speech--he has never written anything so penetrating an illumination on the nature of things¦ Tagore has seen visions, & he can paint them for us with a compelling charm due to utter simplicity & fidelity. But he has not stopped there. His reason hs entered into truth by the doors which his intuition has opened¦ A treasure-store of truth, beauty & wisdom.""--New Chronicle Rabindranath Tagore (1861-1941) was the youngest son of Debendranath Tagore, a leader of the Brahmo Samaj, which was a new religious sect in 19th-century Bengal & which attempted a revival of the ultimate monistic basis of Hinduism as laid down in the Upanishads. He was educated at home; & altho at 17 he was sent to England for formal schooling, he didn't finish his studies there. In his mature years, in addition to his many-sided literary activities, he managed the family estates, a project which brought him into close touch with common humanity & increased his interest in social reforms. He also started an experimental school at Shantiniketan where he tried his Upanishadic ideals of education. From time to time he participated in the Indian nationalist movement, tho in his own unsentimental & visionary way. Gandhi, the political father of modern India, was his devoted friend. Tagore was knighted by the ruling British Government in 1915, but within a few years he resigned the honor as a protest against British policies in India. Tagore had early success as a writer in his native Bengal. With his translations of some of his poems he became rapidly known in the West. In fact his fame attained a luminous height, taking him across continents on lecture tours & tours of friendship. For the world he became the voice of India's spiritual heritage; & for India, especially for Bengal, he became a great living institution.","239","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333054530i/13565888.jpg"
"13565914","Knight","Kristen Ashley","['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'BDSM', 'Adult', 'Erotic Romance']","Anya Gage has learned that to get anything good in life, you have to work for it. She has no expectations, no dreams. Then she finds herself at a party where she doesn’t want to be and she meets Knight. Knight Sebring knows who he is, what he wants and what he likes. And he gets it. But he never expected something as sweet as Anya Gage to wander into his bedroom during a party he did not expect to be having to borrow his phone. Knight tries to leave Anya to the life she deserves of white picket fences and a man who watches football on Sundays – good, normal and clean. But when Anya comes to his nightclub and finds herself in a situation, he knows someone has to look after her, he can’t fight it anymore and he decides that man will be him. Knight teaches Anya that, just as with the bad, in life you should also expect the good. And he teaches her this by giving it to her. But Knight has a dark past and just as he desires Anya for exactly who she is, he fears when she finds out exactly the man he has become and always intends to be, she’ll leave him for good, normal and clean.","285","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333056159i/13565914.jpg"
"13566041","Shadow","Laurann Dohner","['Paranormal', 'Romance', 'Paranormal Romance', 'Erotica', 'Fantasy', 'Shapeshifters', 'Science Fiction']","Beauty resents being labeled Gift Species. Everyone is way too overprotective, males aren’t even allowed to speak to her and so far true freedom eludes her. Then a big, sexy Species officer mistakes her for the enemy and takes her to the ground. Shadow is dumbfounded. He has a Gift pinned under him—a big no-no. But Beauty is fascinated and wants to know Shadow a lot better. She is full of newly discovered, unrequited passion and he’s just what she needs to satisfy her curiosity. For Shadow, sex means pain and revulsion. For Beauty, it was enslavement and ridicule. Two lonely souls who have never known a lover’s touch, together in a cabin in the woods. Each touch, every discovery brings them closer to a life they never thought possible…beyond even their dreams.","210","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347034152i/13566041.jpg"
"13568430","A Night to Remember","Walter Lord","['History', 'Nonfiction', 'Classics', 'Historical', 'Audiobook', 'Survival', 'Biography']","""There is no danger that Titanic will sink. The boat is unsinkable and nothing but inconvenience will be suffered by the passengers."" (Phillip Franklin, White Star Line Vice-President).On April 15th, 1912, Titanic, the world's largest passenger ship, sank after colliding with an iceberg, claiming more than 1,500 lives. Walter Lord's classic bestselling history of the voyage, the wreck and the aftermath is a tour de force of detailed investigation and the upstairs/downstairs divide. ""A Night to Remember"" provides a vivid, gripping and deeply personal account of the 'unsinkable' Titanic's descent.It comes with a new foreword by Julian Fellowes and the cover is annotated 'The Classic Bestselling Account of the Sinking of the Titanic'.","215","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335700517i/13568430.jpg"
"13568619","The Shadowhunter's Codex","Cassandra Clare","['Fantasy', 'Young Adult', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Fiction', 'Angels']","The Clave is pleased to announce the newest edition of the Nephilim’s oldest and most famous training manual: the Shadowhunter’s Codex. Since the thirteenth century, the Codex has been the young Shadowhunter’s best friend. When you’re being swarmed by demons it can be easy to forget the finer points of obscure demon languages or the fastest way to stop an attack of Raum demons. With the Codex by your side, you never have to worry.  Now in its twenty-seventh edition, the Codex covers it all: the history and the laws of our world; how to identify, interact with, and if necessary, kill that world’s many colorful denizens; which end of the stele is the end you write with. No more will your attempt to fight off rogue vampires and warlocks be slowed by the need to answer endless questions from your new recruits: What is a Pyxis? Why don’t we use guns? If I can’t see a warlock’s mark, is there a polite way to ask him where it is? Where do we get all our holy water? Geography, History, Magic, and Zoology textbook all rolled into one, the Codex is here to help new Shadowhunters navigate the beautiful, often brutal world that we inhabit.  Do not let it be said that the Clave is outdated or, as the younger Shadowhunters say, “uncool”: this new edition of the Codex will be available not only in the usual magically-sealed demonskin binding, but also in a smart, modern edition using all of today’s most exciting printing techniques, including such new features as a sturdy clothbound cover, a protective dust jacket, and information about title, author, publisher, and so on conveniently available right on the cover. You’ll be pleased to know that it fits neatly into most satchels, and unlike previous editions, it rarely sets off alarm wards.  The old woodcuts and engravings have been replaced as well: instead, you’ll find lavish modern illustrations by some of the brightest luminaries of the fantastic. Creatures, weapons, people, and places have been carefully and accurately rendered by the likes of Rebecca Guay, Charles Vess, Jim Nelson, Theo Black, Elisabeth Alba, and Cassandra Jean. Chapters are beautifully introduced by the drawings of Michael Kaluta, and along with our condensation of the classic 2,450-page tome, A History of the Nephilim, you will find a selection of the best of the lovely illustrations of that volume by John Dollar.  This edition of the Codex will be available in Institute libraries and what mundanes sometimes call “book stores” in October 2013.","274","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358696072i/13568619.jpg"
"13569581","Blood Song","Anthony Ryan","['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Magic', 'Audiobook', 'Adventure']","“The Sixth Order wields the sword of justice and smites the enemies of the Faith and the Realm.”Vaelin Al Sorna was only a child of ten when his father left him at the iron gate of the Sixth Order. The Brothers of the Sixth Order are devoted to battle, and Vaelin will be trained and hardened to the austere, celibate, and dangerous life of a Warrior of the Faith. He has no family now save the Order.Vaelin’s father was Battle Lord to King Janus, ruler of the unified realm. Vaelin’s rage at being deprived of his birthright and dropped at the doorstep of the Sixth Order like a foundling knows no bounds. He cherishes the memory of his mother, and what he will come to learn of her at the Order will confound him. His father, too, has motives that Vaelin will come to understand. But one truth overpowers all the rest: Vaelin Al Sorna is destined for a future he has yet to comprehend. A future that will alter not only the realm, but the world.","591","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421573407i/13569581.jpg"
"13570","Tsubasa: RESERVoir CHRoNiCLE, Vol. 01","Clamp","['Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Romance', 'Adventure', 'Comics Manga']","SAKURA AND SYAORAN RETURN!But they're not the people you know. Sakura is the princess of Clow - and possessor of a mysterious, misunderstood power that promises to change the world. Syaoran is her childhood friend and leader of the archaeological dig that took his father's life. They reside in an alternate reality...where whatever you least expect can happen - and does. When Sakura ventures to the dig site to declare her love for Syaoran, a puzzling symbol is uncovered - which triggers a remarkable quest. Now Syaoran embarks upon a desperate journey through other worlds - all in the name of saving Sakura.","197","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386920662i/13570.jpg"
"13570854","Lover at Last","J.R. Ward","['Paranormal', 'Romance', 'Vampires', 'Paranormal Romance', 'Fantasy', 'M M Romance', 'Urban Fantasy']","Qhuinn, son of no one, is used to being on his own. Disavowed from his bloodline, shunned by the aristocracy, he has finally found an identity as one of the most brutal fighters in the war against the Lessening Society. But his life is not complete. Even as the prospect of having a family of his own seems to be within reach, he is empty on the inside, his heart given to another....Blay, after years of unrequited love, has moved on from his feelings for Qhuinn. And it’s about time: it seems Qhuinn has found his perfect match in a Chosen female, and they are going to have a young. It’s hard for Blay to see the new couple together, but building your life around a pipe dream is just a heartbreak waiting to happen. And Qhuinn needs to come to terms with some dark things before he can move forward…Fate seems to have taken these vampire soldiers in different directions... but as the battle over the race’s throne intensifies, and new players on the scene in Caldwell create mortal danger for the Brotherhood, Qhuinn finally learns the true definition of courage, and two hearts who are meant to be together... finally become one.","608","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339084717i/13570854.jpg"
"13573795","Ceaseless","Abbi Glines","['Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal Romance', 'Supernatural', 'New Adult']","Can he make her fall in love with him… again? When Pagan Moore proved worthy of Death’s devotion, he was given the gift of getting to keep her. But Dank was never promised that Pagan would keep him.When a soul is created, so is its mate. In every lifetime those souls find each other. They complete the other’s destiny. It’s time for Pagan’s soul to choose if she truly wants an eternity at Death’s side or if she wants the mate created just for her. Dank didn’t think he had to worry about her choice. He knew where her heart belonged. Until he realized that every kiss, every touch, every moment of their time together would be washed from her memories. He would have to win her heart all over again and prove to her soul that he was where she belonged. If only her soul’s mate wasn’t right there standing in his way.","195","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351606331i/13573795.jpg"
